TransactionID,InvestmentID,Type,Quantity,TransactionDate
51644,956,Buy,92,2022-04-03
51645,1000,Buy,25,2023-02-18
51646,1318,Buy,78,2021-08-02
51647,937,Sell,86,2019-07-23
51648,571,Buy,35,2021-02-09
51649,1071,Buy,22,2021-10-10
51650,501,Sell,62,2021-08-25
51651,691,Sell,24,2020-02-07
51652,759,Buy,40,2021-03-02
51653,1884,Buy,44,2021-09-06
51654,1149,Buy,66,2021-06-03
51655,1163,Sell,39,2023-12-04
51656,1486,Buy,97,2022-04-20
51657,640,Buy,15,2022-01-12
51658,1594,Buy,13,2020-03-07
51659,896,Sell,92,2022-04-24
51660,474,Sell,86,2022-04-25
51661,1038,Sell,63,2019-05-18
51662,931,Sell,65,2023-10-23
51663,585,Buy,62,2023-05-04
51664,291,Buy,25,2021-06-22
51665,1329,Buy,50,2021-03-30
51666,1390,Sell,40,2020-06-27
51667,1234,Sell,11,2021-12-17
51668,69,Sell,6,2022-07-06
51669,311,Sell,22,2020-06-25
51670,173,Sell,6,2020-07-02
51671,385,Buy,17,2020-07-10
51672,1584,Buy,56,2021-08-25
51673,1553,Sell,98,2023-05-09
51674,683,Buy,77,2021-01-28
51675,736,Sell,2,2019-07-20
51676,253,Sell,84,2021-05-29
51677,1429,Sell,1,2020-12-16
51678,1558,Buy,2,2021-04-01
51679,782,Buy,97,2022-11-28
51680,589,Sell,68,2019-05-22
51681,1686,Buy,30,2020-05-13
51682,1628,Buy,17,2021-06-22
51683,203,Sell,55,2021-02-21
51684,836,Buy,46,2023-03-18
51685,1520,Sell,98,2019-05-18
51686,1639,Buy,70,2023-03-18
51687,1106,Buy,45,2021-10-15
51688,34,Sell,11,2020-06-27
51689,1463,Sell,95,2023-03-27
51690,1314,Sell,92,2020-07-29
51691,1745,Sell,33,2020-04-18
51692,1195,Sell,47,2021-07-02
51693,1456,Sell,79,2022-05-08
51694,1665,Buy,58,2023-06-15
51695,1865,Sell,96,2019-12-25
51696,643,Buy,95,2023-08-14
51697,1188,Buy,65,2019-11-21
51698,1601,Buy,34,2019-05-13
51699,419,Sell,41,2019-08-21
51700,938,Sell,62,2023-07-14
51701,513,Buy,81,2023-10-26
51702,1425,Buy,62,2020-11-09
51703,908,Sell,16,2020-09-26
51704,1826,Buy,50,2019-12-08
51705,881,Buy,63,2021-05-10
51706,93,Sell,82,2020-03-10
51707,296,Sell,93,2021-09-30
51708,579,Sell,38,2021-12-23
51709,1969,Sell,52,2023-04-19
51710,366,Sell,61,2021-04-08
51711,715,Buy,13,2022-04-28
51712,1727,Buy,23,2020-03-27
51713,1416,Buy,99,2021-12-09
51714,1068,Buy,27,2023-06-01
51715,783,Buy,97,2021-08-16
51716,180,Sell,56,2023-06-12
51717,342,Buy,86,2020-10-16
51718,1972,Sell,92,2022-05-31
51719,289,Sell,64,2022-02-05
51720,932,Sell,30,2023-07-21
51721,330,Sell,32,2021-02-20
51722,1089,Sell,9,2023-07-21
51723,1140,Sell,74,2023-07-09
51724,36,Sell,47,2021-01-23
51725,310,Buy,71,2023-02-28
51726,1543,Sell,3,2022-08-10
51727,707,Buy,46,2021-05-30
51728,1002,Sell,31,2020-11-25
51729,1455,Buy,14,2022-01-19
51730,986,Buy,27,2021-06-25
51731,377,Buy,21,2020-10-23
51732,1280,Buy,87,2024-04-19
51733,811,Sell,85,2021-01-27
51734,1825,Sell,78,2022-05-08
51735,1545,Sell,36,2022-03-20
51736,485,Buy,72,2020-11-10
51737,708,Buy,77,2024-02-15
51738,679,Sell,50,2022-09-08
51739,1185,Sell,52,2019-12-16
51740,371,Buy,41,2019-07-12
51741,1291,Sell,86,2024-02-19
51742,1957,Buy,45,2024-02-20
51743,91,Buy,83,2023-09-17
51744,1618,Buy,18,2020-05-13
51745,1990,Buy,15,2022-08-14
51746,668,Buy,50,2022-05-08
51747,547,Sell,91,2019-10-20
51748,272,Sell,2,2023-04-12
51749,1121,Sell,44,2019-06-15
51750,1265,Sell,18,2022-07-01
51751,1057,Buy,94,2022-07-13
51752,887,Buy,29,2023-08-19
51753,1367,Buy,16,2024-01-28
51754,15,Sell,78,2020-08-05
51755,194,Sell,82,2020-10-13
51756,108,Buy,63,2024-04-11
51757,1536,Buy,61,2020-08-16
51758,700,Buy,45,2024-01-28
51759,1877,Buy,43,2021-03-10
51760,29,Sell,63,2021-06-18
51761,1357,Sell,50,2019-12-01
51762,981,Buy,32,2020-07-05
51763,625,Sell,6,2019-09-27
51764,251,Sell,84,2023-08-23
51765,761,Buy,98,2022-07-29
51766,1491,Sell,95,2023-05-23
51767,67,Sell,33,2019-06-13
51768,1049,Sell,62,2024-01-08
51769,652,Buy,10,2024-01-23
51770,132,Buy,67,2022-10-11
51771,1360,Sell,41,2019-09-16
51772,528,Buy,96,2022-06-30
51773,309,Sell,43,2020-10-26
51774,872,Sell,59,2024-02-10
51775,786,Sell,45,2024-01-29
51776,1181,Sell,36,2020-07-05
51777,378,Buy,85,2022-12-02
51778,1121,Sell,23,2020-09-09
51779,1987,Buy,34,2021-03-10
51780,742,Sell,79,2019-09-14
51781,725,Sell,99,2023-02-25
51782,1797,Buy,80,2021-05-02
51783,1980,Sell,17,2021-02-15
51784,1153,Buy,73,2023-12-23
51785,430,Buy,8,2020-02-17
51786,1124,Sell,72,2023-07-31
51787,1070,Sell,69,2020-11-14
51788,1754,Sell,42,2022-01-15
51789,1835,Sell,90,2022-04-30
51790,248,Sell,86,2022-01-20
51791,671,Sell,95,2021-02-12
51792,844,Sell,79,2019-10-08
51793,881,Buy,26,2020-05-08
51794,579,Sell,12,2022-09-19
51795,702,Sell,36,2019-07-25
51796,1238,Buy,9,2019-08-11
51797,1889,Sell,4,2022-11-03
51798,589,Buy,57,2021-09-03
51799,1715,Buy,15,2023-03-22
51800,830,Buy,12,2023-06-24
51801,953,Sell,52,2021-10-04
51802,690,Sell,66,2021-04-29
51803,1314,Sell,30,2022-03-27
51804,663,Buy,27,2023-12-13
51805,1670,Buy,41,2020-10-22
51806,599,Sell,88,2023-06-22
51807,624,Buy,8,2023-07-15
51808,1224,Sell,17,2022-05-04
51809,512,Buy,4,2019-10-13
51810,1524,Sell,14,2020-06-26
51811,1607,Sell,21,2020-01-29
51812,1109,Sell,40,2020-07-14
51813,401,Sell,68,2019-09-03
51814,464,Buy,75,2019-11-30
51815,90,Sell,78,2022-06-12
51816,732,Buy,77,2023-09-18
51817,486,Buy,42,2021-11-05
51818,1951,Sell,12,2021-09-25
51819,1900,Buy,96,2021-12-28
51820,1465,Buy,68,2019-11-28
51821,126,Sell,32,2019-12-25
51822,1981,Sell,69,2020-12-14
51823,1913,Buy,29,2024-01-12
51824,1839,Sell,67,2023-12-11
51825,465,Sell,36,2020-09-12
51826,1993,Buy,47,2023-08-17
51827,228,Sell,89,2023-09-05
51828,1245,Sell,83,2019-09-15
51829,767,Sell,90,2023-10-15
51830,1510,Buy,25,2021-11-07
51831,241,Sell,72,2020-02-15
51832,143,Buy,54,2022-10-13
51833,586,Buy,26,2023-12-19
51834,1526,Sell,76,2021-02-04
51835,1645,Sell,78,2021-09-01
51836,1,Buy,5,2021-07-15
51837,167,Sell,50,2024-03-01
51838,147,Buy,3,2020-06-27
51839,1191,Buy,19,2022-01-01
51840,1900,Buy,25,2022-07-10
51841,159,Sell,62,2019-05-02
51842,698,Buy,61,2022-04-21
51843,1925,Buy,13,2022-10-04
51844,41,Sell,87,2022-02-01
51845,1429,Sell,50,2020-04-12
51846,886,Buy,70,2021-09-03
51847,1786,Sell,35,2021-10-07
51848,116,Sell,67,2019-11-19
51849,806,Buy,85,2019-08-05
51850,1724,Sell,79,2022-07-16
51851,29,Buy,31,2022-09-26
51852,684,Sell,4,2019-10-25
51853,1464,Buy,62,2021-04-14
51854,1963,Buy,35,2019-11-06
51855,781,Buy,82,2020-04-17
51856,787,Sell,1,2024-01-26
51857,1358,Buy,4,2021-08-01
51858,1121,Sell,46,2021-10-29
51859,661,Sell,40,2020-12-24
51860,1832,Sell,16,2023-02-16
51861,770,Buy,93,2023-11-24
51862,265,Sell,72,2019-11-30
51863,1953,Sell,9,2020-06-03
51864,187,Buy,65,2021-04-01
51865,778,Buy,44,2024-03-28
51866,1585,Buy,48,2019-09-08
51867,1659,Buy,19,2023-04-28
51868,479,Sell,84,2021-07-23
51869,385,Buy,55,2019-07-01
51870,627,Buy,16,2020-05-28
51871,1833,Sell,71,2022-12-20
51872,1727,Buy,95,2019-04-30
51873,1051,Sell,19,2021-04-25
51874,682,Buy,49,2020-10-21
51875,1430,Buy,44,2020-12-07
51876,291,Sell,54,2019-05-18
51877,1574,Buy,29,2020-05-09
51878,615,Buy,99,2020-07-30
51879,1831,Buy,69,2023-02-05
51880,722,Sell,18,2021-07-26
51881,1553,Sell,33,2020-07-23
51882,1714,Sell,45,2022-01-15
51883,406,Sell,7,2023-01-03
51884,381,Sell,45,2023-03-09
51885,724,Sell,47,2022-04-07
51886,1468,Buy,61,2021-09-08
51887,893,Buy,42,2022-10-06
51888,1162,Buy,87,2024-01-20
51889,1008,Buy,23,2023-11-09
51890,1230,Sell,37,2021-03-06
51891,1231,Sell,69,2023-06-04
51892,917,Sell,77,2021-05-03
51893,1138,Buy,60,2021-05-20
51894,1385,Buy,16,2020-06-02
51895,750,Buy,24,2019-10-24
51896,1236,Sell,50,2020-05-16
51897,272,Buy,74,2019-09-08
51898,1860,Sell,49,2021-07-09
51899,822,Sell,53,2023-08-11
51900,629,Sell,90,2022-01-08
51901,885,Buy,46,2023-02-16
51902,1054,Sell,71,2020-09-05
51903,736,Sell,79,2022-01-20
51904,1036,Buy,83,2023-02-12
51905,877,Buy,72,2020-02-24
51906,1670,Sell,14,2020-07-19
51907,898,Buy,86,2022-09-16
51908,1163,Sell,59,2020-06-09
51909,1969,Sell,2,2024-04-15
51910,743,Sell,58,2022-10-05
51911,948,Buy,80,2021-04-14
51912,1772,Sell,41,2023-07-04
51913,76,Buy,33,2023-05-16
51914,532,Sell,70,2022-10-30
51915,806,Sell,16,2022-07-07
51916,978,Sell,46,2020-09-04
51917,123,Sell,78,2022-02-19
51918,204,Sell,14,2023-10-10
51919,1518,Buy,57,2021-12-22
51920,305,Buy,12,2019-11-12
51921,121,Sell,5,2021-09-15
51922,1388,Buy,58,2024-01-20
51923,428,Sell,6,2022-06-12
51924,111,Buy,24,2021-01-23
51925,609,Sell,47,2020-07-23
51926,1205,Sell,55,2020-08-07
51927,332,Buy,55,2023-05-28
51928,1982,Sell,84,2023-10-25
51929,262,Buy,77,2021-09-05
51930,403,Sell,25,2021-04-24
51931,1621,Sell,40,2022-07-12
51932,770,Buy,59,2020-01-09
51933,1286,Sell,25,2022-01-02
51934,12,Sell,20,2021-04-15
51935,218,Sell,41,2021-07-15
51936,1749,Buy,69,2019-07-10
51937,1877,Sell,64,2019-09-13
51938,1986,Sell,31,2019-10-15
51939,1809,Buy,29,2022-05-16
51940,344,Buy,51,2020-12-05
51941,1175,Buy,2,2023-05-27
51942,863,Buy,65,2021-02-07
51943,217,Sell,12,2022-07-09
51944,1197,Sell,77,2024-04-15
51945,71,Sell,84,2020-05-19
51946,182,Sell,49,2019-10-18
51947,1690,Sell,41,2023-05-20
51948,1135,Buy,63,2019-10-18
51949,1121,Buy,75,2020-02-13
51950,1958,Buy,38,2020-07-20
51951,497,Sell,66,2021-12-05
51952,336,Buy,11,2022-11-07
51953,1608,Sell,79,2022-11-04
51954,1443,Buy,60,2019-11-10
51955,48,Sell,8,2023-12-26
51956,448,Sell,37,2024-03-13
51957,1195,Sell,75,2022-01-26
51958,1225,Buy,34,2021-05-12
51959,1127,Buy,25,2023-03-31
51960,1805,Buy,52,2021-05-17
51961,1758,Buy,28,2021-12-17
51962,464,Sell,36,2021-09-10
51963,935,Sell,41,2023-11-21
51964,628,Buy,1,2020-07-25
51965,41,Sell,17,2022-08-16
51966,774,Buy,38,2021-05-04
51967,464,Sell,15,2020-04-24
51968,793,Sell,69,2024-03-16
51969,281,Buy,52,2023-02-08
51970,1705,Sell,27,2022-12-22
51971,1591,Sell,73,2021-09-18
51972,1296,Sell,2,2019-10-13
51973,1224,Buy,96,2022-10-28
51974,1050,Sell,33,2023-03-09
51975,629,Sell,96,2023-01-03
51976,1714,Sell,91,2022-11-27
51977,1081,Buy,43,2023-04-09
51978,1382,Buy,67,2022-08-29
51979,187,Buy,56,2019-08-05
51980,1955,Sell,75,2020-06-19
51981,1931,Buy,14,2024-02-22
51982,619,Sell,37,2023-07-19
51983,1665,Buy,71,2022-03-05
51984,109,Buy,82,2022-09-26
51985,564,Buy,72,2022-02-18
51986,1,Buy,33,2021-05-24
51987,480,Sell,15,2021-05-02
51988,427,Buy,27,2021-01-31
51989,619,Sell,40,2023-03-03
51990,1561,Sell,39,2021-06-12
51991,17,Sell,33,2021-11-05
51992,1758,Buy,74,2020-05-05
51993,1855,Buy,65,2022-04-26
51994,698,Sell,4,2020-03-08
51995,1340,Sell,91,2021-11-26
51996,1669,Buy,31,2023-08-26
51997,1860,Sell,15,2019-06-01
51998,1082,Buy,63,2022-05-05
51999,535,Sell,97,2023-12-04
52000,1085,Sell,71,2021-01-25
52001,1015,Buy,88,2022-05-24
52002,648,Sell,41,2022-02-19
52003,1725,Buy,35,2022-06-16
52004,1355,Sell,12,2024-02-15
52005,1167,Sell,10,2020-10-27
52006,1705,Sell,37,2023-04-27
52007,1801,Buy,42,2021-08-01
52008,1997,Sell,7,2021-09-07
52009,1197,Sell,76,2019-07-25
52010,1506,Buy,23,2021-09-22
52011,1688,Sell,17,2022-01-30
52012,1508,Sell,60,2020-11-15
52013,1119,Sell,26,2020-05-02
52014,626,Buy,92,2020-07-07
52015,362,Sell,59,2020-10-06
52016,1801,Sell,37,2022-08-27
52017,1994,Sell,16,2022-12-24
52018,1059,Buy,56,2023-03-23
52019,1042,Buy,19,2024-04-17
52020,1819,Sell,88,2022-04-24
52021,1890,Sell,79,2021-02-13
52022,834,Buy,14,2022-12-04
52023,136,Sell,45,2019-12-23
52024,853,Buy,32,2023-06-22
52025,1386,Sell,82,2022-01-15
52026,1171,Buy,69,2022-09-18
52027,1948,Buy,21,2024-04-25
52028,1036,Sell,66,2024-02-08
52029,435,Buy,67,2023-04-22
52030,326,Buy,45,2022-12-24
52031,1094,Sell,5,2021-07-02
52032,601,Buy,52,2023-03-03
52033,1174,Buy,90,2021-12-25
52034,1739,Buy,53,2020-05-12
52035,1074,Sell,17,2020-04-25
52036,586,Sell,98,2021-06-08
52037,1512,Buy,78,2021-05-26
52038,1622,Buy,81,2022-08-16
52039,1916,Buy,38,2020-09-09
52040,384,Buy,25,2023-02-14
52041,1380,Sell,22,2024-01-23
52042,1077,Buy,2,2020-09-24
52043,976,Sell,75,2020-04-10
52044,1562,Sell,29,2021-03-04
52045,82,Sell,91,2020-12-25
52046,1163,Buy,33,2020-08-22
52047,53,Buy,37,2020-02-28
52048,151,Sell,51,2021-03-02
52049,1225,Sell,33,2023-12-15
52050,1605,Sell,88,2023-04-25
52051,909,Sell,55,2020-04-24
52052,470,Sell,41,2023-05-18
52053,1928,Sell,88,2020-08-23
52054,1555,Buy,39,2020-08-30
52055,290,Sell,18,2022-05-06
52056,505,Buy,84,2021-07-13
52057,1778,Sell,63,2022-08-16
52058,651,Sell,90,2022-02-02
52059,1907,Buy,21,2021-03-29
52060,1739,Sell,16,2022-05-03
52061,1360,Sell,4,2023-04-27
52062,1311,Sell,34,2021-12-01
52063,1818,Buy,81,2020-01-13
52064,557,Buy,27,2024-04-10
52065,672,Sell,84,2021-04-04
52066,1165,Buy,35,2019-11-17
52067,1864,Buy,23,2022-06-14
52068,828,Buy,7,2023-07-27
52069,724,Buy,37,2019-09-23
52070,258,Buy,67,2023-10-13
52071,569,Buy,23,2024-03-31
52072,665,Sell,33,2024-04-05
52073,1450,Sell,21,2020-04-07
52074,1756,Sell,62,2022-03-27
52075,284,Sell,62,2023-04-29
52076,869,Buy,28,2020-03-23
52077,859,Sell,96,2021-01-22
52078,394,Buy,43,2020-10-19
52079,182,Sell,55,2022-10-14
52080,452,Buy,67,2024-04-06
52081,173,Sell,33,2020-02-05
52082,1116,Buy,26,2023-04-15
52083,1201,Buy,63,2020-11-05
52084,1488,Buy,70,2023-10-28
52085,310,Buy,18,2023-05-21
52086,534,Buy,29,2021-05-13
52087,1430,Sell,44,2022-05-11
52088,1347,Buy,94,2023-02-21
52089,1853,Sell,82,2023-12-31
52090,1519,Buy,83,2020-12-07
52091,1331,Buy,22,2021-10-31
52092,1592,Buy,71,2020-11-03
52093,1303,Sell,4,2023-04-18
52094,1778,Sell,52,2024-03-09
52095,235,Sell,65,2020-10-19
52096,1458,Sell,82,2023-09-15
52097,1478,Sell,92,2022-09-12
52098,542,Sell,69,2019-08-16
52099,1642,Buy,95,2020-11-21
52100,598,Sell,6,2021-11-21
52101,1990,Sell,63,2020-12-15
52102,563,Buy,97,2020-04-03
52103,1935,Sell,95,2023-09-07
52104,186,Sell,21,2022-02-20
52105,1065,Buy,81,2020-09-19
52106,993,Sell,80,2024-01-05
52107,390,Sell,72,2021-07-23
52108,13,Sell,24,2022-09-08
52109,1163,Buy,76,2021-05-18
52110,1396,Sell,32,2021-08-23
52111,984,Buy,96,2020-06-23
52112,1949,Buy,72,2020-04-11
52113,1205,Buy,51,2023-04-04
52114,1599,Buy,21,2019-12-20
52115,1523,Buy,57,2023-04-09
52116,1034,Sell,44,2020-01-19
52117,1878,Sell,66,2021-12-25
52118,952,Sell,50,2021-05-07
52119,172,Sell,25,2019-10-11
52120,105,Sell,88,2022-07-20
52121,99,Sell,91,2021-04-18
52122,1489,Sell,64,2023-12-24
52123,1070,Buy,72,2022-03-28
52124,365,Buy,61,2021-10-22
52125,705,Buy,67,2019-07-04
52126,1383,Buy,45,2023-02-09
52127,1819,Sell,65,2023-10-16
52128,1378,Sell,80,2023-01-09
52129,1319,Sell,90,2022-06-20
52130,139,Buy,66,2020-11-28
52131,1661,Buy,6,2023-11-14
52132,1090,Sell,86,2021-01-15
52133,1527,Buy,3,2022-12-18
52134,311,Sell,50,2024-01-16
52135,1523,Sell,41,2023-10-10
52136,1783,Sell,32,2020-05-23
52137,1903,Sell,89,2024-04-23
52138,1948,Sell,57,2022-08-11
52139,1580,Sell,21,2021-01-06
52140,1817,Buy,66,2023-08-02
52141,347,Sell,5,2020-01-08
52142,1203,Buy,74,2020-03-03
52143,459,Sell,38,2024-03-07
52144,229,Buy,12,2021-02-19
52145,457,Buy,96,2020-09-07
52146,860,Buy,45,2021-12-03
52147,1851,Sell,50,2021-11-26
52148,1427,Sell,73,2023-09-05
52149,1233,Buy,78,2021-08-01
52150,1609,Buy,82,2019-12-07
52151,1462,Sell,14,2019-10-23
52152,297,Sell,60,2022-10-23
52153,1705,Buy,7,2020-08-18
52154,433,Sell,70,2022-06-26
52155,1838,Buy,21,2019-08-08
52156,806,Sell,82,2019-08-01
52157,538,Sell,39,2024-03-23
52158,1071,Buy,16,2022-06-09
52159,1944,Buy,76,2022-04-13
52160,1717,Buy,38,2020-11-06
52161,678,Buy,20,2023-06-20
52162,1960,Sell,90,2023-12-29
52163,1454,Sell,84,2023-06-22
52164,257,Buy,1,2020-12-25
52165,712,Buy,53,2021-05-01
52166,1295,Sell,22,2023-10-16
52167,109,Buy,84,2022-10-13
52168,1691,Sell,81,2020-05-25
52169,1788,Buy,82,2020-06-09
52170,183,Buy,22,2021-02-19
52171,347,Sell,75,2022-11-05
52172,357,Sell,97,2021-04-13
52173,977,Buy,41,2021-04-23
52174,46,Sell,10,2021-02-28
52175,650,Sell,16,2021-01-23
52176,333,Buy,63,2021-03-31
52177,125,Buy,99,2023-01-16
52178,1611,Sell,90,2019-09-29
52179,1918,Buy,89,2020-09-22
52180,1053,Sell,89,2020-05-10
52181,1839,Sell,94,2019-11-21
52182,302,Buy,59,2022-10-27
52183,513,Sell,97,2021-10-25
52184,1554,Sell,66,2023-11-13
52185,541,Buy,53,2023-01-24
52186,1843,Buy,96,2022-11-05
52187,1292,Sell,1,2020-11-02
52188,1636,Sell,79,2023-06-09
52189,829,Sell,87,2023-11-06
52190,37,Buy,56,2020-07-13
52191,970,Buy,72,2019-10-07
52192,1206,Sell,89,2022-11-10
52193,437,Buy,43,2024-04-26
52194,1694,Sell,79,2021-06-05
52195,647,Buy,31,2023-08-13
52196,920,Sell,93,2023-12-29
52197,785,Sell,64,2020-03-23
52198,1560,Buy,41,2021-07-06
52199,435,Sell,49,2024-03-17
52200,648,Sell,45,2020-08-12
52201,248,Sell,48,2024-02-15
52202,1448,Buy,83,2021-10-10
52203,864,Sell,19,2023-02-27
52204,1933,Sell,36,2020-09-21
52205,16,Buy,65,2022-05-25
52206,963,Buy,20,2021-05-07
52207,177,Buy,26,2020-04-12
52208,444,Sell,96,2022-08-24
52209,1596,Sell,49,2022-11-18
52210,566,Sell,33,2022-06-07
52211,1568,Sell,76,2019-05-25
52212,815,Sell,35,2023-06-06
52213,711,Sell,97,2020-10-29
52214,420,Sell,84,2021-07-10
52215,1817,Sell,97,2020-03-27
52216,1307,Sell,32,2022-07-13
52217,850,Buy,65,2022-04-06
52218,211,Sell,33,2024-02-10
52219,571,Buy,97,2024-03-12
52220,785,Buy,41,2021-09-21
52221,1123,Sell,19,2020-10-30
52222,1804,Buy,93,2021-01-03
52223,1771,Buy,91,2024-04-01
52224,1350,Sell,34,2024-01-05
52225,946,Buy,63,2023-06-24
52226,209,Buy,7,2020-01-23
52227,1695,Sell,64,2022-02-03
52228,680,Sell,15,2022-01-09
52229,1547,Sell,47,2023-12-10
52230,1646,Buy,92,2019-06-21
52231,1553,Buy,48,2019-12-15
52232,1641,Buy,39,2021-10-28
52233,75,Buy,12,2024-03-10
52234,1557,Sell,84,2023-06-14
52235,1608,Buy,9,2020-11-17
52236,263,Sell,12,2023-08-01
52237,975,Buy,89,2019-12-16
52238,1985,Buy,48,2019-10-20
52239,311,Buy,48,2020-06-09
52240,1805,Sell,7,2020-06-19
52241,1898,Buy,83,2020-01-21
52242,1428,Sell,11,2021-12-30
52243,1957,Sell,5,2024-01-23
52244,634,Sell,14,2023-12-31
52245,1471,Buy,89,2022-03-19
52246,1335,Buy,14,2020-10-19
52247,134,Sell,19,2020-02-18
52248,962,Sell,51,2021-01-15
52249,552,Buy,22,2020-02-23
52250,1371,Buy,75,2020-02-08
52251,781,Sell,70,2023-03-14
52252,1782,Buy,3,2022-11-24
52253,212,Buy,59,2020-02-12
52254,600,Buy,42,2022-09-14
52255,157,Sell,59,2019-09-30
52256,1091,Buy,3,2019-06-19
52257,11,Sell,24,2021-12-12
52258,1502,Buy,70,2019-10-19
52259,1647,Buy,26,2021-10-17
52260,63,Buy,99,2022-02-03
52261,489,Sell,1,2023-03-01
52262,118,Sell,71,2023-10-01
52263,369,Buy,61,2021-04-05
52264,535,Buy,85,2023-06-23
52265,1272,Buy,60,2022-07-11
52266,1804,Buy,58,2020-08-18
52267,1746,Sell,87,2023-10-28
52268,824,Buy,82,2021-04-03
52269,1181,Buy,68,2023-08-22
52270,500,Buy,15,2024-03-02
52271,851,Sell,63,2020-06-26
52272,587,Sell,32,2019-05-26
52273,121,Buy,48,2024-02-14
52274,1272,Buy,26,2024-04-16
52275,1445,Sell,27,2023-10-25
52276,1315,Sell,79,2019-12-09
52277,743,Sell,81,2022-10-03
52278,556,Buy,29,2022-05-20
52279,1725,Buy,44,2020-05-31
52280,1643,Sell,99,2023-10-25
52281,110,Sell,51,2024-02-18
52282,702,Buy,92,2019-07-09
52283,954,Sell,79,2020-11-11
52284,14,Buy,93,2021-04-09
52285,1468,Buy,5,2023-01-12
52286,1674,Buy,47,2021-03-03
52287,1146,Sell,93,2023-02-05
52288,49,Sell,58,2020-07-14
52289,267,Sell,97,2019-09-26
52290,1064,Buy,26,2023-11-08
52291,1740,Buy,31,2021-08-24
52292,11,Buy,12,2020-09-16
52293,874,Sell,54,2021-11-12
52294,1137,Sell,8,2019-11-27
52295,61,Sell,44,2024-01-30
52296,890,Buy,79,2023-08-23
52297,777,Buy,22,2023-08-07
52298,1024,Buy,33,2023-07-05
52299,421,Buy,86,2023-02-18
52300,696,Buy,33,2021-06-20
52301,308,Buy,91,2022-02-07
52302,245,Buy,98,2021-06-20
52303,406,Buy,81,2021-07-09
52304,735,Sell,3,2020-03-08
52305,356,Buy,17,2019-08-28
52306,1123,Sell,5,2023-03-06
52307,22,Sell,58,2020-03-03
52308,1558,Sell,4,2019-07-10
52309,349,Buy,74,2024-04-21
52310,1392,Sell,49,2022-10-29
52311,1335,Sell,49,2020-09-21
52312,534,Buy,44,2023-02-01
52313,780,Buy,19,2021-10-24
52314,240,Buy,84,2020-11-26
52315,1591,Buy,49,2023-07-22
52316,303,Buy,92,2021-02-02
52317,320,Buy,18,2022-11-15
52318,1469,Sell,2,2023-04-09
52319,967,Buy,48,2022-04-23
52320,131,Sell,35,2022-07-21
52321,928,Sell,12,2022-03-24
52322,966,Buy,16,2021-01-04
52323,471,Buy,93,2019-08-11
52324,1332,Sell,29,2024-01-11
52325,1124,Buy,52,2022-09-30
52326,1431,Sell,59,2021-12-29
52327,1120,Sell,66,2022-02-01
52328,1236,Sell,92,2023-11-13
52329,737,Buy,34,2024-02-04
52330,1228,Sell,97,2023-08-02
52331,1244,Buy,66,2021-05-02
52332,145,Buy,66,2019-12-24
52333,134,Sell,53,2022-04-25
52334,1123,Sell,18,2020-07-12
52335,1966,Sell,14,2020-06-15
52336,207,Sell,84,2021-05-12
52337,683,Buy,43,2020-10-16
52338,1200,Sell,13,2020-06-18
52339,1559,Buy,36,2023-02-27
52340,835,Sell,75,2020-11-14
52341,357,Buy,82,2019-08-04
52342,832,Buy,4,2022-09-13
52343,1678,Buy,97,2020-10-10
52344,1905,Buy,1,2023-06-17
52345,521,Sell,85,2022-09-17
52346,861,Sell,26,2021-08-31
52347,1130,Sell,1,2020-09-22
52348,1246,Buy,54,2020-09-24
52349,1363,Sell,65,2021-12-04
52350,538,Sell,35,2023-09-11
52351,254,Sell,19,2023-04-19
52352,1676,Sell,46,2023-05-14
52353,927,Buy,21,2023-03-28
52354,218,Sell,72,2023-11-13
52355,123,Buy,93,2020-02-12
52356,539,Buy,35,2021-09-13
52357,826,Buy,41,2023-05-09
52358,1895,Buy,58,2019-10-25
52359,181,Sell,42,2020-06-06
52360,1422,Buy,79,2020-09-12
52361,360,Buy,19,2023-11-19
52362,1557,Buy,7,2022-11-10
52363,1133,Sell,34,2021-08-12
52364,468,Buy,88,2023-06-29
52365,257,Buy,41,2021-05-07
52366,293,Sell,36,2020-04-02
52367,1255,Sell,31,2020-07-22
52368,1871,Sell,60,2023-05-28
52369,450,Sell,43,2022-07-20
52370,1347,Buy,34,2019-10-15
52371,1168,Sell,60,2020-09-01
52372,1751,Sell,74,2021-01-26
52373,1832,Sell,7,2019-12-15
52374,1767,Sell,66,2019-09-24
52375,587,Sell,19,2019-10-04
52376,519,Buy,19,2022-04-10
52377,1807,Sell,66,2021-11-16
52378,1399,Sell,12,2021-08-11
52379,1487,Buy,31,2022-05-03
52380,1808,Sell,59,2021-11-06
52381,1113,Sell,40,2019-06-11
52382,835,Sell,85,2024-02-11
52383,1673,Sell,57,2019-09-23
52384,1545,Buy,43,2023-04-10
52385,538,Buy,56,2019-09-09
52386,670,Buy,21,2023-07-21
52387,306,Buy,4,2020-10-05
52388,1203,Buy,52,2019-07-06
52389,458,Buy,67,2021-10-21
52390,1308,Sell,88,2022-11-24
52391,405,Sell,52,2023-03-20
52392,498,Buy,37,2020-10-14
52393,1821,Sell,61,2019-06-15
52394,645,Buy,64,2019-12-16
52395,1574,Buy,77,2022-07-12
52396,1256,Sell,93,2023-03-27
52397,732,Buy,39,2020-01-06
52398,1308,Sell,6,2019-10-05
